"Country","Status","PR.Rating","CL.Rating","A1","A2","A3","A.Aggr","B1","B2","B3","B4","B.Aggr","C1","C2","C3","C.Aggr","Add.A","Add.B","PR.Aggr","D1","D2","D3","D4","D.Aggr","E1","E2","E3","E.Aggr","F1","F2","F3","F4","F.Aggr","G1","G2","G3","G4","G.Aggr","CL.Aggr","Total.Aggr","Year","Region","FSI_Total","FSI_Demographic.Pressures","FSI_Refugees.and.IDPs","FSI_Group.Grievance","FSI_Human.Flight","FSI_Uneven.Development","FSI_Poverty.and.Economic.Decline","FSI_Legitimacy.of.the.State","FSI_Public.Services","FSI_Human.Rights","FSI_Security.Apparatus","FSI_Factionalized.Elites","PTS_A","PTS_H","PTS_S","UN_hdi","UN_gdi","UN_gii","UN_iie","UN_iii","UN_iile","UN_imr","UN_ynis","UN_yu","TI_Corruption_Perception_Index","Ease.of.doing.business.index..1.most.business.friendly.regulations.","Fuel.exports....of.merchandise.exports.","GDP.at.market.prices..constant.2010.US..","GDP.growth..annual...","GDP.per.capita..constant.2010.US..","GDP..PPP..constant.2011.international...","Income.share.held.by.fourth.20.","Income.share.held.by.highest.10.","Income.share.held.by.highest.20.","Income.share.held.by.lowest.10.","Income.share.held.by.lowest.20.","Income.share.held.by.second.20.","Income.share.held.by.third.20.","Internally.displaced.persons..number..high.estimate.","Internally.displaced.persons..number..low.estimate.","Labor.force.participation.rate.for.ages.15.24..total......modeled.ILO.estimate.","Labor.force.participation.rate.for.ages.15.24..total......national.estimate.","Labor.force.participation.rate..total....of.total.population.ages.15....modeled.ILO.estimate.","Labor.force.participation.rate..total....of.total.population.ages.15....national.estimate.","Labor.force..female....of.total.labor.force.","Labor.force..total","Life.expectancy.at.birth..total..years.","Lifetime.risk.of.maternal.death....","Literacy.rate..adult.female....of.females.ages.15.and.above.","Literacy.rate..adult.male....of.males.ages.15.and.above.","Military.expenditure....of.GDP.","Mineral.rents....of.GDP.","Mobile.cellular.subscriptions..per.100.people.","Mortality.rate..under.5..per.1.000.live.births.","Net.bilateral.aid.flows.from.DAC.donors..Total..current.US..","Population.density..people.per.sq..km.of.land.area.","Population.growth..annual...","Population..total","Rural.population....of.total.population."
"Afghanistan","NF",6,6,1,1,1,3,2,1,1,2,6,1,1,0,2,0,0,11,1,1,1,2,5,2,1,1,4,1,0,0,1,2,0,1,0,1,2,13,24,2015,"Asia Pacific",107.9,9.3,9.1,8.9,8.1,7.2,8.6,9.7,9.3,8.6,10,9.3,5,5,4,0.479,0.609,"0.667",44.8,10.8,10.8,66.3,"","","11","182","3.450456006","20158379461","0.840718528","619.7513116","58812123338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.92613064","23.87384987","51.47267914","1.012555799","0.00832708","61.5776191","91.1","0","49.82164936","2.802986283","32526562","73.297"
"Afghanistan","NF",6,6,1,0,1,2,2,1,1,2,6,1,1,0,2,0,0,10,2,1,1,2,6,2,1,1,4,1,0,0,1,2,0,1,0,1,2,14,24,2016,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","NF",6,6,1,0,1,2,2,1,1,2,6,1,1,0,2,0,0,10,2,1,1,2,6,2,1,1,4,1,0,0,1,2,0,1,0,1,2,14,24,2017,"Asia Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","PF",3,3,3,3,2,8,3,3,2,3,11,3,1,2,6,0,0,25,2,3,3,3,11,3,3,2,8,2,2,3,3,10,3,2,2,2,9,38,63,2006,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,0.703,NA,"",NA,NA,NA,NA,"","","2.6","0","13.68709309","9771760095","5.431012734","3265.365622","23692594070","0","0","0","0","0","0","0","0","0","39.90000153","0","57.59999847","0","41.4266266","1288396","76.28612195","0.046061152","0","0","1.567769463","0.208212332","60.06734238","19.5","265710000","109.2170438","-0.630911245","2992547","52.185"
"Albania","PF",3,3,3,3,2,8,3,3,2,3,11,3,2,2,7,0,0,26,2,3,3,3,11,3,3,2,8,2,2,3,3,10,3,2,2,2,9,38,64,2007,"Europe",70.5,6.5,2.7,5.4,7.5,6.1,6.8,7.4,6.2,5.4,5.5,5.4,2,NA,3,0.713,NA,"",NA,NA,NA,NA,"","","2.9","0","7.453003161","10348293942","5.900000009","3484.254111","25090457122","0","0","0","0","0","0","0","0","0","37.70000076","50.09999847","56.70000076","65.19999695","41.30994825","1275913","76.47029268","0.045701455","0","0","1.82076528","1.094991308","73.35038415","18.7","256520000","108.394781","-0.755718755","2970017","51.098"
"Albania","PF",3,3,3,3,2,8,3,3,2,3,11,3,2,2,7,0,0,26,2,3,3,4,12,3,3,2,8,2,2,3,3,10,3,2,2,2,9,39,65,2008,"Europe",69.7,6.2,2.7,5.4,7.5,6.1,6.3,7.2,5.9,5.4,5.5,5.7,2,NA,2,0.721,NA,"",NA,NA,NA,NA,"","","3.4","0","21.814272","11127520474","7.529999989","3775.478444","26979768540","22.23","24.46","39","3.73","8.87","13.07","16.83","0","0","35.70000076","41.59999847","55.90000153","61.90000153","41.09516917","1264937","76.65207317","0.045783116","94.68180847","97.30619812","1.984868857","0.50407709","58.91235149","17.9","329300000","107.5662044","-0.767342959","2947314","50.009"
"Albania","PF",3,3,3,3,2,8,3,3,2,3,11,3,2,2,7,0,0,26,2,4,3,4,13,3,3,2,8,2,2,3,3,10,3,2,2,2,9,40,66,2009,"Europe",70,6.4,2.6,5.4,7.2,5.9,6.5,7.3,5.8,5.8,5.5,5.9,2,NA,2,0.725,NA,"",NA,NA,NA,NA,"","","3.2","0","11.60241446","11500292411","3.350000009","3928.340828","27883590789","0","0","0","0","0","0","0","150","0","33.90000153","45.59999847","55.20000076","61.90000153","41.01020506","1256141","76.84036585","0.047116067","0","0","1.51721714","0.132469081","78.1845877","17.3","316180000","106.8437591","-0.673894046","2927519","48.924"
"Albania","PF",3,3,3,3,2,8,3,3,2,3,11,3,2,2,7,0,0,26,2,4,3,4,13,3,3,2,8,2,2,2,3,9,3,2,2,2,9,39,65,2010,"Europe",67.1,5.9,2.8,4.9,7.1,5.7,6.1,6.8,5.6,5.3,5.4,6,2,NA,2,0.738,0.959,"0.273",12.7,14.4,14.4,14.8,"","","3.3","0","17.9732269","11926953259","3.709999994","4094.358832","28918072005","0","0","0","0","0","0","0","0","0","34.59999847","44.29999924","55.20000076","62.20000076","40.91694803","1263474","77.03695122","0.049607295","0","0","1.558591893","0.462015223","85.468247","16.6","301140000","106.314635","-0.496461963","2913021","47.837"
"Albania","PF",3,3,3,3,2,8,3,3,2,3,11,3,2,2,7,0,0,26,2,4,3,4,13,4,3,2,9,2,2,2,3,9,3,2,2,2,9,40,66,2011,"Europe",66.1,5.5,3.1,5.1,6.8,5.4,5.9,6.4,5,5,5.4,6.3,2,NA,2,0.752,0.957,"0.27899999999999997",11.9,18.3,18.3,14.3,"30.0","30.0","3.1","0","21.19194706","12231090568","2.550000005","4210.67708","29655482843","0","0","0","0","0","0","0","0","0","35.20000076","44.79999924","55.09999847","60.29999924","40.99954355","1270680","77.24058537","0.050652504","95.69148254","98.00816345","1.528266338","0.572621987","98.29153459","16","333990000","106.0138686","-0.283303108","2904780","46.753"
"Albania","PF",3,3,3,3,2,8,3,2,2,3,10,3,1,2,6,0,0,24,2,4,3,4,13,3,3,2,8,2,2,2,3,9,3,2,2,2,9,39,63,2012,"Europe",66.1,5,2.8,5.1,6.8,5.1,5.6,7.3,4.9,5.5,5.4,6.6,1,NA,3,0.759,0.96,"0.281",11.9,18.3,18.3,13.8,"26.8","26.8","33","0","26.59078127","12404772054","1.419999998","4277.14331","30076590699","22.81","22.93","37.82","3.66","8.85","13.17","17.34","0","0","35.70000076","37.40000153","55.09999847","57.90000153","41.07252547","1279578","77.44397561","0.051873373","96.13607025","98.35260773","1.487082577","0.429903814","110.6865316","15.5","285350000","105.8484307","-0.156175016","2900247","45.67"
"Albania","PF",3,3,3,3,2,8,3,2,2,3,10,3,1,2,6,0,0,24,2,4,3,4,13,3,3,2,8,2,2,2,3,9,3,2,2,2,9,39,63,2013,"Europe",65.2,4.7,3.1,4.8,6.6,4.8,5.3,7,4.8,6,5.5,6.3,NA,NA,2,0.761,0.96,"0.272",11.9,18.3,18.3,13.3,"30.5","30.5","31","0","31.00305182","12542465022","1.109999993","4329.986834","30410440853","0","0","0","0","0","0","0","454","0","36.20000076","28.10000038","55.09999847","52.70000076","41.17663517","1286703","77.64046341","0.052599517","0","0","1.408458226","0.320388215","116.1572081","14.9","214970000","105.7172263","-0.124031847","2896652","44.617"
"Albania","PF",3,3,3,3,2,8,3,4,3,3,13,3,1,2,6,0,0,27,2,4,3,4,13,4,3,2,9,2,2,2,3,9,3,2,2,2,9,40,67,2014,"Europe",63.6,4.4,3.4,4.7,6.9,4.5,5.5,6.5,4.8,5.5,5,6.2,2,NA,2,0.762,0.96,"0.267",11.9,18.3,18.3,12.9,"","","33","0","1.567523363","12768229393","1.799999998","4412.493475","30957828788","0","0","0","0","0","0","0","19","0","36.70000076","0","55.09999847","0","41.26650967","1292576","77.83046341","0.05287837","0","0","1.347370244","0.345097319","105.4699657","14.4","268610000","105.6078102","-0.103552395","2893654","43.591"
"Albania","PF",3,3,3,3,2,8,3,4,3,3,13,3,1,2,6,0,0,27,2,4,3,4,13,4,3,2,9,2,2,2,3,9,3,2,2,2,9,40,67,2015,"Europe",61.9,4.1,3.1,5,7.1,4.2,5.2,6.2,4.5,5.5,4.7,6.2,3,NA,2,0.764,0.959,"0.267",11.9,18.3,18.3,12.5,"","","36","90","8.806638495","13125739816","2.800000001","4543.087961","31824647994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.053360538","96.76969147","98.36763763","1.161134785","0.189009939","106.3802068","14","0","105.4440511","-0.155183807","2889167","42.593"
"Albania","PF",3,3,3,3,2,8,3,4,3,3,13,3,1,2,6,0,0,27,2,4,3,4,13,4,3,2,9,2,2,2,3,9,3,2,2,2,9,40,67,2016,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","PF",3,3,3,3,2,8,3,4,3,3,13,3,2,2,7,0,0,28,2,4,3,4,13,4,3,2,9,2,2,2,3,9,3,2,2,2,9,40,68,2017,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","NF",6,5,1,2,2,5,1,1,0,1,3,1,1,1,3,0,0,11,2,1,2,3,8,2,2,2,6,1,0,1,2,4,2,2,2,1,7,25,36,2006,"Middle East and North Africa",77.8,6,6.6,7.1,5.6,7.4,3.5,7.5,7.6,7.5,6.8,6.4,4,NA,4,0.69,NA,"",NA,NA,NA,NA,"","","3.1","0","97.90890757","1.44647E+11","1.7","4285.934521","4.17058E+11","0","0","0","0","0","0","0","0","0","31.10000038","0","42.79999924","0","15.32743682","10342499","72.55770732","0.384648892","63.91878891","81.28404236","2.643808854","0.105374765","60.85091077","32.1","192810000","14.17003031","1.436792867","33749328","35.407"
"Algeria","NF",6,5,1,2,1,4,1,1,1,1,4,1,1,1,3,0,0,11,1,1,2,3,7,2,2,2,6,1,1,1,2,5,2,2,2,1,7,25,36,2007,"Middle East and North Africa",75.9,6.1,6.7,7,5.6,7.3,3.5,7.3,7,7.4,6.4,5.9,4,NA,3,0.697,NA,"",NA,NA,NA,NA,"","","3.0","0","97.78888216","1.49565E+11","3.4","4365.347862","4.31238E+11","0","0","0","0","0","0","0","0","0","30.29999924","0","42.79999924","0","15.80266649","10575538","72.89836585","0.401549272","0","0","2.923322152","0.171640758","78.53288666","30.7","377540000","14.38526917","1.507551588","34261971","34.652"
"Algeria","NF",6,5,1,2,1,4,1,1,1,1,4,1,1,1,3,0,0,11,1,1,2,3,7,2,2,2,6,1,1,1,2,5,2,2,2,1,7,25,36,2008,"Middle East and North Africa",77.8,6.1,6.8,7.2,5.9,7.3,4,7.5,6.8,7.6,6.7,6.2,3,NA,3,0.705,NA,"",NA,NA,NA,NA,"","","3.2","0","97.578776","1.53155E+11","2.4","4399.607377","4.41588E+11","0","0","0","0","0","0","0","25000","0","29.60000038","0","42.70000076","41.70000076","16.31677806","10774572","73.21931707","0.417845042","67.54875183","82.6158371","3.024746182","0.469418849","75.6646235","29.4","333030000","14.61580987","1.589910176","34811059","33.903"
"Algeria","NF",6,5,1,2,1,4,1,1,1,1,4,1,1,1,3,0,0,11,1,1,2,3,7,2,2,2,6,1,1,1,2,5,2,2,2,1,7,25,36,2009,"Middle East and North Africa",80.6,6.7,6.7,7.7,6.2,7.3,4.6,7.7,6.7,7.6,7,6.7,3,NA,2,0.714,NA,"",NA,NA,NA,NA,"","","2.8","0","97.70154455","1.55605E+11","1.6","4395.412544","4.48654E+11","0","0","0","0","0","0","0","2500","0","28.89999962","28.29999924","42.79999924","41.40000153","16.75425863","11017563","73.52102439","0.430704955","0","0","3.848515513","0.119414556","89.95836607","28.3","283240000","14.86383484","1.682726018","35401790","33.178"
